MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-1190849,Sm2Co17N3,N,1,22,3,4.25905,4.75644,3,['R-3m'],166,-0.18996234,0.0,[2],['SK-1'],['kgm'],True,True
mp-554304,Bi2Pd3S2,Pd,1,7,3,3.10582,4.84726,3,['R-3m'],166,-0.44453545,0.0,[2],['SK-1'],['kgm'],True,True
mp-1216930,TiFe5O8,Fe,1,14,5,3.03361,3.52102,3,['R-3m'],166,-1.96252112,0.0,[2],['SK-1'],['kgm'],True,True
mp-1222980,LuGaNi2,Ga,2,24,6,2.53503,4.40976,3,['P-3m1'],164,-0.46216962,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-753507,CrCo3O8,Co,1,12,3,2.86971,4.97049,3,['R-3m'],166,-1.25584071,0.7305,[2],['SK-1'],['kgm'],True,True
mp-12881,Ba3NbGa3(SiO7)2,Ba,1,23,3,4.45827,5.27118,5,['P321'],150,-3.02561179,3.3008,[2],['SK-1'],['kgm'],True,True
mp-753551,MnCo3O8,Co,1,12,3,2.81533,4.87629,3,['R-3m'],166,-1.1921482,0.0,[2],['SK-1'],['kgm'],True,True
mp-1180952,KFe3H6(SO7)2,Fe,1,26,3,4.36873,7.56686,5,['R-3m'],166,-0.19062508,0.0,[2],['SK-1'],['kgm'],True,True
mp-849501,Li3V3P8O29,V,2,86,6,4.95364,7.0883,4,['C2'],5,-2.5292927,1.1291,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759762,Li5V3P8O29,V,1,90,6,4.96276,5.06344,4,['P1'],1,-2.6156788,0.614,[2],['SK-1'],['kgm'],True,True
mp-1215741,Zn2Cr3FeO8,Cr,1,14,3,3.01232,5.20405,4,['R-3m'],166,-2.145086,0.0,[2],['SK-1'],['kgm'],True,True
mp-753880,Li3Mn2(FeO4)2,Li,1,15,3,2.89396,5.02713,4,['C2/m'],12,-1.86695924,0.0,[2],['SK-1'],['kgm'],False,True
mp-554240,NaCa4(BO3)3,Ca,2,34,8,3.39399,3.46654,4,['Ama2'],40,-3.14725015,4.0534,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-754723,Li2Ti3BiO8,Ti,1,14,3,3.00474,5.20436,4,['R-3m'],166,-2.86522156,0.0,[2],['SK-1'],['kgm'],True,True
mp-1079597,ScGeRh,Sc,1,9,3,3.50207,3.83341,3,['P-62m'],189,-0.99004602,0.0,[2],['SK-1'],['kgm'],True,True
mp-754789,Na2Cr7O14,Cr,1,23,7,2.87761,3.39891,3,['R-3m'],166,-2.05569714,0.0067,[2],['SK-1'],['kgm'],True,True
mp-1087523,TmAlNi,Tm,1,9,3,3.61494,3.7846,3,['P-62m'],189,-0.6269794,0.0,[2],['SK-1'],['kgm'],True,True
mp-776590,Li9P8W3O29,W,2,98,6,5.16243,7.14696,4,['P-3c1'],165,-2.58459879,3.6747,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-989460,B2(CN2)3,C,1,11,3,4.29564,4.63279,3,['R32'],155,-0.3455955,2.7533,[2],['SK-1'],['kgm'],True,True
mp-775382,Li5V3P8O29,V,1,90,6,4.95712,5.05965,4,['P1'],1,-2.61834076,0.5988,[2],['SK-1'],['kgm'],False,True
mp-1207570,YbAl2Cu3,Cu,1,6,3,2.64117,3.99896,3,['P6/mmm'],191,-0.30251949,0.0,[2],['SK-1'],['kgm'],True,True
mp-1087499,NiPPd,Pd,1,9,3,3.1809,3.62696,3,['P-62m'],189,-0.45631026,0.0,[2],['SK-1'],['kgm'],True,True
mp-759149,Li3CrCo3O8,Li,2,30,6,2.91581,5.05285,4,['C2/m'],12,-1.77684978,0.2248,[2],['SK-1'],['kgm'],True,True
mp-759149,Li3CrCo3O8,Co,2,30,6,2.91514,5.0447,4,['C2/m'],12,-1.77684978,0.2248,[2],['SK-1'],['kgm'],True,True
mp-1246743,Mg2V3WS8,V,1,14,3,3.66254,6.1439,4,['R-3m'],166,-1.1451132,0.0,[2],['SK-1'],['kgm'],False,True
mp-1195386,FeC4N2O9,Fe,1,48,3,5.50716,6.77297,4,['C2'],5,-0.43847515,0.0,[2],['SK-1'],['kgm'],True,True
mp-1304367,Co5SbO8,Co,2,28,10,3.00225,3.47685,3,['C2/c'],15,-1.48490092,0.6377,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1207999,Tm4(Al8Pt3)3,Pt,2,37,9,4.24641,4.33546,3,['P-1'],2,-0.89651687,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1247544,Mg2Cr3WS8,Cr,1,14,3,3.62808,6.28548,4,['R-3m'],166,-1.06739445,0.0183,[2],['SK-1'],['kgm'],True,True
mp-1319908,Li3V4O8,V,2,30,8,2.94639,3.03117,3,['C2/c'],15,-2.46477539,1.0612,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1190181,Sr3Zn3Te(PO7)2,Sr,1,23,3,4.33232,5.24144,5,['P321'],150,-2.63870349,2.9634,[2],['SK-1'],['kgm'],True,True
mp-777721,Li2Fe3WO8,Fe,1,14,3,3.03077,5.24944,4,['R-3m'],166,-1.91302388,0.0,[2],['SK-1'],['kgm'],True,True
mp-1322696,Li3Mn3TeO8,Li,2,30,6,3.10768,5.23429,4,['P2/c'],13,-2.01679866,0.8274,[2],['SK-1'],['kgm'],False,True
mp-1322696,Li3Mn3TeO8,Mn,2,30,6,3.12181,5.22887,4,['P2/c'],13,-2.01679866,0.8274,[2],['SK-1'],['kgm'],False,True
mp-757373,Li7V3P8O29,V,2,94,6,4.98329,7.01265,4,['P1'],1,-2.68157946,1.0528,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-30300,Cs3As5O9,Cs,1,17,3,4.76306,5.60302,3,['P31m'],157,-1.81347969,3.1425,[2],['SK-1'],['kgm'],True,True
mp-1247054,La3Mg2MnS8,La,1,14,3,4.04955,6.77678,4,['R-3m'],166,-1.79364111,0.0,[2],['SK-1'],['kgm'],False,True
mp-1224364,Hf2SiNi3,Ni,2,12,6,2.48805,4.14912,3,['P6_3/mmc'],194,-0.65251622,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-773167,Mn3CoO8,Mn,2,24,6,2.86377,4.63416,3,['P6_3mc'],186,-1.46040253,0.0523,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1191783,Sm2Ga2(Fe5C)3,C,1,22,3,4.37381,4.90599,4,['R-3m'],166,-0.10594355,0.0,[2],['SK-1'],['kgm'],True,True
mp-1215361,ZrGa6FeCo5,Ga,2,13,6,2.50869,3.46589,4,['Imm2'],44,-0.06910446,0.0,[2],['SK-1'],['kgm'],False,True
mp-768844,Li2Mn3CrO8,Mn,1,14,3,2.96694,5.11982,4,['R-3m'],166,-2.13027879,0.0,[2],['SK-1'],['kgm'],True,True
mp-3093,ErB2Ru3,Ru,1,6,3,2.74667,3.03455,3,['P6/mmm'],191,-0.48173027,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246560,La3Mg2VS8,La,1,14,3,4.03067,6.82744,4,['R-3m'],166,-1.85394824,0.0,[2],['SK-1'],['kgm'],True,True
mp-761040,Li3V3P8O29,V,2,86,6,4.95303,7.01733,4,['P1'],1,-2.52866683,1.0079,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1207556,YbGa2Cu3,Cu,1,6,3,2.61644,4.03764,3,['P6/mmm'],191,-0.31645853,0.0,[2],['SK-1'],['kgm'],True,True
mp-1208390,Ta6Bi2O19,Ta,4,54,12,3.55097,3.82082,3,['P6_3/mcm'],193,-2.92987488,0.5318,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1225583,ErB4Rh7,Rh,2,12,7,2.76855,2.91087,3,['Pmmm'],47,-0.34315942,0.0,[2],['SK-1'],['kgm'],True,True
mp-759974,NaFe5O8,Fe,1,14,5,3.01727,3.48994,3,['R-3m'],166,-1.61879838,1.5735,[2],['SK-1'],['kgm'],True,True
mp-1214480,BaAl3(PO7)2,Al,1,20,3,3.50161,6.07879,4,['Cm'],8,-2.37521808,0.0243,[2],['SK-1'],['kgm'],True,True
mp-662583,CaCeC2O6F,Ce,2,66,6,4.11416,4.26943,5,['C2/c'],15,-2.83282052,0.2519,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216103,Y4Ti3SnO14,Ti,1,22,3,3.6298,6.287,4,['R-3m'],166,-3.56356042,2.9302,[2],['SK-1'],['kgm'],True,True
mp-7062,Mg3Al9FeSi5,Mg,1,18,3,3.44761,4.80652,4,['P-62m'],189,-0.09721567,0.0,[2],['SK-1'],['kgm'],True,True
mp-1220989,NaNd3Ti2(SbO7)2,Nd,1,22,3,3.71734,6.33177,5,['C2/m'],12,-3.0933723,2.219,[2],['SK-1'],['kgm'],False,True
mp-1292553,Li2V3CoO8,V,2,28,6,2.96254,5.03833,4,['P1'],1,-2.29186069,0.5578,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-570788,Yb3Ni7B2,Ni,4,24,14,2.48851,2.54621,3,['P6_3/mmc'],194,-0.51633274,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-37779,Fe5CuO8,Fe,1,14,5,3.03627,3.52352,3,['R-3m'],166,-1.46461799,0.0,[2],['SK-1'],['kgm'],True,True
mp-1205749,NdSnIr,Nd,1,9,3,3.93322,4.18969,3,['P-62m'],189,-0.78516837,0.0,[2],['SK-1'],['kgm'],True,True
mp-1215552,Zr2AlFe3,Fe,1,6,3,2.50598,4.34049,3,['R-3m'],166,-0.37213053,0.0,[2],['SK-1'],['kgm'],True,True
mp-640836,Ca2Ta2O7,Ta,4,176,32,3.69101,3.77088,3,['C222_1'],20,-3.48480868,3.4624,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-435', 'SK-435']","['kgm', 'kgm', 'None', 'None']",True,True
mvc-1336,YCr3Se2ClO8,Cr,2,30,6,3.28805,4.90614,5,['Pmmn'],59,-2.05149056,1.7814,[2],['SK-1'],['kgm'],False,True
mp-559615,Na5CrP2(O4F)2,Cr,1,54,3,5.35788,6.76645,5,['P-3'],147,-2.69340654,3.1631,[2],['SK-1'],['kgm'],True,True
mp-756352,Li3Cr(NiO2)4,Li,1,16,3,2.93567,5.08274,4,['C2/m'],12,-1.65537325,0.0,[2],['SK-1'],['kgm'],True,True
mp-1104772,Yb(MnGe)6,Mn,2,13,6,2.59275,4.0542,3,['P6/mmm'],191,-0.28412495,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1312602,Li2V3SnO8,V,2,28,6,2.99971,5.18475,4,['C2/c'],15,-2.41151446,1.072,[2],['SK-1'],['kgm'],False,True
mp-850667,Li7V3P8O29,V,1,94,6,5.01405,5.12018,4,['P1'],1,-2.68401139,0.7225,[2],['SK-1'],['kgm'],False,True
mp-1223215,La2MgAl3,Al,1,6,3,2.94261,5.01494,3,['R-3m'],166,-0.39848895,0.0,[2],['SK-1'],['kgm'],True,True
mp-13250,LaSnPt,La,1,9,3,4.03701,4.21186,3,['P-62m'],189,-1.07840638,0.0,[2],['SK-1'],['kgm'],True,True
mp-1219394,Sm2GeRu3,Ru,1,6,3,2.80101,4.39889,3,['R-3m'],166,-0.39815236,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225361,Dy2(B2Rh3)3,Rh,3,17,9,2.80849,2.87899,3,['P6/mmm'],191,-0.63573941,0.0,"[2, 2]","['SK-29', 'SK-1']","['None', 'kgm']",True,True
mp-1217733,Tb2Ga3Co14,Ga,1,19,3,4.18003,4.7714,3,['R3m'],160,-0.20668459,0.0,[2],['SK-1'],['kgm'],True,True
mp-1201703,Y(FeSn)6,Fe,6,39,18,2.69646,4.42214,3,['Immm'],71,-0.11010038,0.0,[2],['SK-1'],['kgm'],False,True
mp-1190738,Dy2Fe17C3,C,1,22,3,4.31015,4.86566,3,['R-3m'],166,-0.08070777,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225876,DyMn2(Cr2Ge3)2,Cr,1,13,4,2.56918,4.13685,4,['Cmm2'],35,-0.22317174,0.0,[2],['SK-1'],['kgm'],True,True
mp-1316064,Li2V3SbO8,V,2,28,6,3.01754,5.22953,4,['P2/c'],13,-2.40660672,1.1102,[2],['SK-1'],['kgm'],True,True
mp-770852,Li2TiNi2O5,Ni,1,20,4,2.91887,2.99017,4,['C2'],5,-2.23692245,2.0424,[2],['SK-1'],['kgm'],False,True
mp-1191671,Er2Fe17C3,C,1,22,3,4.29192,4.86439,3,['R-3m'],166,-0.08682712,0.0,[2],['SK-1'],['kgm'],True,True
mp-756558,Li4Cr3CuO8,Cr,1,16,3,2.95814,5.12357,4,['R-3m'],166,-2.1318526,0.0,[2],['SK-1'],['kgm'],True,True
mp-22696,NdInCu,Nd,1,9,3,3.9669,4.101,3,['P-62m'],189,-0.38517475,0.0,[2],['SK-1'],['kgm'],True,True
mp-849522,Li8V3P8O29,V,2,96,6,5.09038,7.06368,4,['Cc'],9,-2.72727484,1.0602,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-975423,MnNiP,Mn,1,9,3,3.09896,3.464,3,['P-62m'],189,-0.54801025,0.0,[2],['SK-1'],['kgm'],True,True
mp-1079699,PrAlNi,Pr,1,9,3,3.67692,4.0785,3,['P-62m'],189,-0.48891589,0.0,[2],['SK-1'],['kgm'],True,True
mp-20979,TmMgIn,Tm,1,9,3,3.81829,4.66477,3,['P-62m'],189,-0.3510864,0.0,[2],['SK-1'],['kgm'],True,True
mp-756701,Li3Mn3WO8,Li,1,15,3,3.14607,5.23363,4,['R-3m'],166,-2.13127017,0.0,[2],['SK-1'],['kgm'],True,True
mp-756701,Li3Mn3WO8,Mn,1,15,3,3.14607,5.23363,4,['R-3m'],166,-2.13127017,0.0,[2],['SK-1'],['kgm'],True,True
mp-1208394,TbFe6(Sn2Ge)2,Fe,2,13,6,2.65118,4.04705,4,['P6/mmm'],191,-0.18736359,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-16917,RbV3(SeO6)2,V,2,36,6,3.61419,5.71236,4,['P6_3'],173,-1.98399409,2.333,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1290649,Li2V3TeO8,V,2,28,6,3.01203,5.22873,4,['C2/c'],15,-2.26413727,0.304,[2],['SK-1'],['kgm'],True,True
mp-1172877,Ho(FeSn)6,Fe,6,39,18,2.70829,4.4085,3,['Immm'],71,-0.10673438,0.0,[2],['SK-1'],['kgm'],False,True
mp-1246487,Mg2In3MoS8,In,1,14,3,3.81214,6.60275,4,['R-3m'],166,-1.04267191,0.6559,[2],['SK-1'],['kgm'],True,True
mp-1247152,Mg2TiGa3S8,Ga,1,14,3,3.67823,6.37101,4,['R-3m'],166,-1.19124733,0.0,[2],['SK-1'],['kgm'],True,True
mp-850808,Li3(CoO2)4,Li,2,30,6,2.88307,4.98914,3,['R-3m'],166,-1.57306849,0.0,[2],['SK-1'],['kgm'],True,True
mp-754248,Li2Mn3NbO8,Mn,2,28,6,3.01362,5.22041,4,['R-3m'],166,-2.2983002,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-771986,Li4Fe3O8,Fe,1,15,3,2.90968,5.03971,3,['R-3m'],166,-1.70006162,0.1331,[2],['SK-1'],['kgm'],True,True
mp-757591,Li6V3P8O29,V,1,92,6,4.98038,5.08678,4,['P1'],1,-2.65889169,1.2095,[2],['SK-1'],['kgm'],True,True
mp-584450,Li9Co3P8O29,Co,2,98,6,5.02364,6.91845,4,['C2/c'],15,-2.48027948,1.6143,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1174054,Li4MnCo3O8,Co,1,16,3,2.93073,5.07617,4,['R-3m'],166,-1.76415311,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225001,Fe5O8,Fe,1,13,5,3.01564,3.3957,2,['R-3m'],166,-1.45627576,0.0,[2],['SK-1'],['kgm'],True,True
mp-1212048,HoMn6(Sn2Ge)2,Mn,2,13,6,2.67379,4.03712,4,['P6/mmm'],191,-0.2262893,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1177575,Li3Nb(FeO2)4,Li,1,16,3,3.06422,5.22716,4,['C2/m'],12,-2.05912557,1.9741,[2],['SK-1'],['kgm'],False,True
mp-1216224,Y3Mn2Sb3O14,Y,1,22,3,3.73726,6.21838,4,['R-3m'],166,-2.7227037,0.0,[2],['SK-1'],['kgm'],True,True
mp-1216224,Y3Mn2Sb3O14,Sb,1,22,3,3.73731,6.21836,4,['R-3m'],166,-2.7227037,0.0,[2],['SK-1'],['kgm'],True,True
mp-1226345,Cr3GaFe3As2,Cr,1,9,3,3.10035,3.81982,4,['P-62m'],189,0.02431031,0.0,[2],['SK-1'],['kgm'],True,True
mp-851120,KNa2Li3Zr2(Si2O5)6,Li,2,100,6,5.23392,7.13498,6,['P6/mcc'],192,-3.10406785,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1206515,SmSi2Ru3,Ru,1,6,3,2.80953,3.61783,3,['P6/mmm'],191,-0.63488877,0.0,[2],['SK-1'],['kgm'],True,True
mp-1176850,Li7V3P8O29,V,2,94,6,5.01113,7.01022,4,['P1'],1,-2.68436166,0.6026,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1184712,GeAu3,Au,2,8,6,2.8746,3.06906,2,['P6_3/mmc'],194,0.07161262,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757891,Li8V3P8O29,V,2,96,6,5.03216,6.95239,4,['C2'],5,-2.71425035,0.6353,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757029,MnCo3O8,Co,2,24,6,2.80011,4.6474,3,['P6_3mc'],186,-1.2208454,0.8197,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1302478,LiV3Zn2O8,V,2,28,6,2.98933,5.15043,4,['C2/c'],15,-2.31965543,1.2586,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1223746,InSb3Pb4O13,Sb,1,21,3,3.80443,6.55858,4,['R3m'],160,-1.83732086,1.5587,[2],['SK-1'],['kgm'],True,True
mp-1226903,CaAl3PSO14,Al,1,20,3,3.4547,5.90162,5,['R3m'],160,-2.31262758,0.0,[2],['SK-1'],['kgm'],True,True
mp-20668,Dy(MnGe)6,Mn,2,13,6,2.58877,4.05756,3,['P6/mmm'],191,-0.3203213,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1192427,Sr3NbGa3(SiO7)2,Sr,1,23,3,4.50026,5.18579,5,['C2'],5,-2.91592926,2.9001,[2],['SK-1'],['kgm'],True,True
mp-1225977,Dy2Mn9(CrGe4)3,Mn,2,26,9,2.56311,4.09212,4,['P2'],3,-0.27868389,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-560161,ZnCu3H6(ClO3)2,Cu,1,18,3,3.17792,5.50432,5,['P-3m1'],164,-1.17245981,0.0932,[2],['SK-1'],['kgm'],True,True
mp-1227797,Ce2HfCo16,Co,6,38,32,2.39331,2.44119,3,['P-3m1'],164,-0.1217181,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-756727,Li4NbCo3O8,Co,1,16,3,2.99056,5.17981,4,['R-3m'],166,-2.03265195,0.1926,[2],['SK-1'],['kgm'],True,True
mp-7829,MnNbSi,Nb,1,9,3,3.36043,3.49833,3,['P-62m'],189,-0.53260333,0.0,[2],['SK-1'],['kgm'],True,True
mp-715479,Mo3O8,Mo,1,11,3,3.07934,5.16318,2,['C2/m'],12,-1.668817,0.7682,[2],['SK-1'],['kgm'],False,True
mp-756920,Li2MgNi3O8,Ni,1,14,3,2.83914,4.91876,4,['C2/m'],12,-1.41235594,0.8165,[2],['SK-1'],['kgm'],True,True
mp-1220648,Nb3Ag2TeS6,Nb,1,12,3,3.31216,3.38859,4,['Amm2'],38,-1.09888888,0.0,[2],['SK-1'],['kgm'],True,True
mp-1176903,Li6V3P8O29,V,2,92,6,5.03459,7.0232,4,['C2'],5,-2.65905402,1.3871,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1215982,Yb3Fe3S8,Yb,1,14,3,3.70895,6.42409,3,['R-3m'],166,-1.16512619,0.0,[2],['SK-1'],['kgm'],True,True
mp-1319461,Li4Mn3SbO8,Mn,2,32,6,3.08523,5.22849,4,['P2/c'],13,-2.10787201,0.9178,[2],['SK-1'],['kgm'],False,True
mp-1217235,Ti4FeBi3O14,Bi,2,44,6,3.64173,6.2375,4,['R-3m'],166,-2.5991024,1.6258,[2],['SK-1'],['kgm'],True,True
mp-1176914,Li6V3P8O29,V,1,92,6,4.95381,5.05947,4,['P1'],1,-2.6611682,1.4556,[2],['SK-1'],['kgm'],True,True
mp-1224174,Ho3Mn3Ga2Ge,Ho,1,9,3,3.60369,4.12315,4,['P-6'],174,-0.36492126,0.0,[2],['SK-1'],['kgm'],True,True
mp-776277,Li6Mn3P8O29,Mn,2,92,6,4.963,7.01471,4,['P1'],1,-2.50988014,0.6496,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-764154,LiCo2OF3,Co,1,14,4,2.99314,3.95302,4,['P-3m1'],164,-2.19591593,2.0203,[2],['SK-1'],['kgm'],True,True
mp-510322,UCo5,Co,1,18,15,2.34013,2.39801,2,['R-3m'],166,-0.02611937,0.0,[2],['SK-1'],['kgm'],True,True
mp-504969,Ni3(AsO4)2,Ni,2,26,6,2.97853,4.89468,3,['Cmce'],64,-1.52783001,2.1524,[2],['SK-1'],['kgm'],False,True
mp-1222065,MgAg2(PS3)2,S,4,22,12,3.40186,3.72919,4,['C2/c'],15,-0.71830919,2.2038,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-1177071,Li6V3P8O29,V,2,92,6,4.99107,7.0795,4,['Cc'],9,-2.66200309,1.6199,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-572807,NdCu3Se2ClO8,Cu,2,30,6,3.22001,4.86321,5,['Pmmn'],59,-1.59735348,0.5089,[2],['SK-1'],['kgm'],False,True
mp-566332,Rb(WO3)3,W,2,26,6,3.76801,3.88383,3,['P6mm'],183,-2.23591364,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-753474,FeCo3O8,Co,1,12,3,2.8919,5.00893,3,['R-3m'],166,-1.02180485,0.0,[2],['SK-1'],['kgm'],True,True
mp-1212927,Er3Cu11Si4,Si,2,36,8,4.20243,4.29712,3,['P6_3/mmc'],194,-0.3158843,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-7544,ZrSiRu,Zr,1,9,3,3.49842,3.72806,3,['P-62m'],189,-0.9167978,0.0,[2],['SK-1'],['kgm'],True,True
mp-1215484,Zr2CoMo3,Mo,1,6,3,2.61328,4.52633,3,['R-3m'],166,-0.12562256,0.0,[2],['SK-1'],['kgm'],True,True
mp-753591,Mg3Fe3O8,Mg,1,14,3,2.99466,5.1869,3,['R-3m'],166,-2.18627105,0.0,[2],['SK-1'],['kgm'],True,True
mp-30815,LaAl3Pd2,Al,1,6,3,2.77136,4.2556,3,['P6/mmm'],191,-0.8495322,0.0,[2],['SK-1'],['kgm'],True,True
mp-1221026,NaGd3Ti2(SbO7)2,Gd,1,22,3,3.68648,6.29736,5,['C2/m'],12,-3.1199528,2.0629,[2],['SK-1'],['kgm'],False,True
mp-1219681,PrCo3Ni2,Co,1,6,3,2.488,4.01419,3,['P6/mmm'],191,-0.10332234,0.0,[2],['SK-1'],['kgm'],True,True
mp-756385,Li3V(CoO2)4,Li,1,16,3,2.95273,5.08275,4,['C2/m'],12,-1.79790464,0.0,[2],['SK-1'],['kgm'],False,True
mp-695026,NaYb3Ti2(SbO7)2,Yb,2,44,6,3.64635,6.30389,5,['P2/c'],13,-2.72660962,0.0,[2],['SK-1'],['kgm'],False,True
mp-768728,Li4Cr3GaO8,Cr,2,32,6,2.94518,5.11232,4,['C2/m'],12,-2.38238217,3.0909,[2],['SK-1'],['kgm'],True,True
mp-972889,ScSn3,Sn,2,8,6,3.15439,3.41653,2,['P6_3/mmc'],194,-0.24801491,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1080612,GdAlCu,Gd,1,9,3,3.67603,4.09954,3,['P-62m'],189,-0.43342751,0.0,[2],['SK-1'],['kgm'],True,True
mp-760111,Li4V3P8O29,V,2,88,6,4.97159,7.07722,4,['P1'],1,-2.57720164,0.9538,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-639756,DyIn3Cu2,In,1,6,3,2.91208,4.2576,3,['P6/mmm'],191,-0.08941118,0.0,[2],['SK-1'],['kgm'],True,True
mp-779534,Li9V6(P8O29)2,V,1,89,6,4.96384,5.06516,4,['P1'],1,-2.5951143,0.2218,[2],['SK-1'],['kgm'],True,True
mp-772176,Li3Nb7O19,Li,2,58,6,3.17145,5.49311,3,['P6_3/m'],176,-2.88596457,2.0747,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-772176,Li3Nb7O19,Nb,4,58,14,3.50228,3.75811,3,['P6_3/m'],176,-2.88596457,2.0747,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1222061,MgAlCr3FeO8,Cr,1,14,3,2.99791,5.09207,5,['R3m'],160,-2.50916854,0.0,[2],['SK-1'],['kgm'],True,True
mp-30401,KAu2,Au,2,12,8,2.8763,3.00137,2,['P6_3/mmc'],194,-0.30486184,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1220452,NbCu3(SeS)2,Cu,1,8,3,3.88267,4.02607,4,['Cmm2'],35,-0.80252791,1.6187,[2],['SK-1'],['kgm'],False,True
mp-1219425,Sm2Ga3(Fe7C)2,Ga,1,21,3,4.33426,4.84727,4,['C2/m'],12,-0.11742139,0.0,[2],['SK-1'],['kgm'],False,True
mp-542151,V2Ni3O8,Ni,2,26,6,2.98164,4.98169,3,['Cmce'],64,-1.87179968,0.0,[2],['SK-1'],['kgm'],False,True
mp-753237,Li2Co3NiO8,Co,1,14,3,2.83512,4.88817,4,['R-3m'],166,-1.21780391,0.0,[2],['SK-1'],['kgm'],True,True
mp-774822,Li2Mn3CoO8,Mn,1,14,3,2.96496,4.98559,4,['R-3m'],166,-1.93505187,0.0,[2],['SK-1'],['kgm'],True,True
mp-765428,Li4V3P8O29,V,2,88,6,4.96247,7.21653,4,['Cc'],9,-2.57986419,0.8514,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
